,t_ch,t_dev,l_core_and_top,l_core_and_occ,l_peripheral_and_top,l_peripheral_and_occ,r_core_and_top,r_core_and_occ,r_peripheral_and_top,r_peripheral_and_occ,has_conflict
15425,63,9,0,0,0,0,1,3,0,5,0
15426,1,1,0,0,0,0,0,0,1,0,0
15427,1,1,0,0,1,0,0,0,0,0,0
15428,5,1,0,0,1,0,0,0,1,0,0
15429,5,3,0,0,1,2,0,0,0,0,0
15430,22,1,0,0,1,0,0,0,0,0,0
15431,24,2,0,0,1,0,1,0,0,0,0
15432,1,1,1,0,0,0,0,0,0,0,0
15433,6,1,0,0,2,0,0,0,0,0,0
15434,1,1,0,0,1,0,0,0,0,0,0
15435,6,1,1,0,0,0,0,0,0,0,0
15436,8,2,0,0,0,0,0,0,1,1,0
15437,105,3,1,1,0,0,0,0,1,0,0
15438,12,2,1,0,0,0,0,0,1,0,0
15439,1,1,0,0,1,0,0,0,0,0,0
15440,51,2,0,0,1,1,0,0,1,0,0
15441,14,3,1,0,0,1,0,0,1,0,0
15442,2,1,0,0,1,0,0,0,0,0,0
15443,7,1,0,0,1,0,0,0,0,0,0
15444,57,1,1,0,0,0,1,0,0,0,0
15445,11,1,0,0,0,0,1,0,0,0,0
15446,2,2,1,0,0,0,0,0,1,0,0
15447,1,1,0,0,1,0,0,0,0,0,0
15448,80,5,1,1,0,3,0,0,0,0,0
15449,7,4,0,0,1,0,1,0,0,2,0
15450,110,1,0,0,0,0,1,0,0,0,0
15451,3,1,0,0,1,0,0,0,0,0,0
15452,6,3,1,0,0,0,0,0,1,1,0
15453,426,26,1,2,0,22,0,0,1,0,0
15454,2,1,1,0,0,0,0,0,0,0,0
15455,16,2,0,1,1,0,1,0,0,0,0
15456,2,1,0,0,1,0,0,0,0,0,0
15457,3,1,1,0,0,0,1,0,0,0,1
15458,4,1,0,0,0,0,0,0,1,0,0
15459,19,1,1,0,0,0,0,0,0,0,0
15460,62,12,1,0,0,0,1,0,0,10,1
15461,36,2,1,0,0,0,0,1,1,0,1
15462,546,52,1,5,0,45,0,0,1,0,0
15463,2,1,0,0,0,0,0,0,1,0,0
15464,15,2,0,0,1,1,0,0,1,0,0
15465,3,1,0,0,1,0,0,0,0,0,0
15466,12,1,1,0,0,0,0,0,0,0,0
15467,7,1,1,0,0,0,0,0,0,0,0
15468,21,1,1,0,0,0,0,0,0,0,0
15469,374,30,1,0,0,29,0,0,0,0,0
15470,2,2,1,0,0,1,0,0,0,0,0
15471,1,1,0,0,2,0,0,0,0,0,0
15472,4,1,1,0,0,0,1,0,0,0,0
15473,1223,5,1,0,0,0,1,0,0,4,0
15474,1,1,1,0,0,0,0,0,0,0,0
15475,60,6,1,0,0,5,0,0,0,0,0
15476,1,1,0,0,1,0,0,0,0,0,0
15477,9,3,0,0,1,0,0,0,1,1,0
15478,4,2,1,0,0,0,1,0,0,0,0
15479,1,1,1,0,0,0,0,0,0,0,0
15480,4,2,1,0,0,0,0,0,1,0,0
15481,12,4,1,0,0,2,0,0,1,0,0
15482,2,1,0,0,1,0,0,0,0,0,0
15483,148,4,1,0,0,1,0,0,1,1,0
15484,2487,8,0,0,1,7,0,0,1,0,1
15485,2,1,0,0,1,0,0,0,0,0,0
15486,1,1,0,0,1,0,0,0,0,0,0
15487,9,2,1,0,0,1,0,0,0,0,0
15488,6,1,0,0,1,0,0,0,0,0,0
15489,29,3,1,1,0,0,0,0,1,0,0
15490,1,1,0,0,1,0,0,0,0,0,0
15491,4,2,1,0,0,0,0,0,1,0,0
15492,4,2,0,1,1,0,0,0,0,0,0
15493,29,3,1,1,0,1,1,0,0,0,0
15494,1,1,0,0,1,0,0,0,0,0,0
15495,66,1,0,0,0,0,0,0,2,0,0
15496,8,1,0,0,1,0,0,0,0,0,0
15497,1,1,0,0,0,0,0,0,1,0,0
15498,4,1,0,0,1,0,0,0,0,0,0
15499,1,1,0,0,1,0,0,0,0,0,0
15500,1,1,1,0,0,0,0,0,0,0,0
15501,5,4,0,1,1,1,0,0,1,0,0
15502,7,1,0,0,1,0,0,0,0,0,0
15503,426,23,0,0,1,0,0,2,1,19,1
15504,4,1,0,0,1,0,0,0,0,0,0
15505,65,10,0,1,1,8,0,0,0,0,0
15506,12,1,1,0,0,0,1,0,0,0,0
15507,3,1,1,0,0,0,0,0,0,0,0
15508,3,1,0,0,0,0,0,0,1,0,0
15509,3,3,0,0,1,1,1,0,0,0,0
15510,8,1,1,0,0,0,0,0,0,0,0
15511,2,1,1,0,0,0,0,0,0,0,0
15512,916,8,1,3,0,4,1,0,0,0,0
15513,2,1,0,0,0,0,1,0,0,0,0
15514,1,1,0,0,0,0,1,0,0,0,0
15515,273,2,0,1,1,0,0,0,1,0,0
15516,148,3,0,0,1,0,1,0,0,1,0
15517,2,1,0,0,2,0,0,0,0,0,0
15518,825,24,1,2,0,20,0,0,1,0,1
15519,166,4,0,0,1,0,0,1,1,1,0
15520,18,2,1,0,0,0,0,0,1,0,0
15521,3,1,0,0,1,0,0,0,0,0,0
15522,84,1,0,0,0,0,1,0,0,0,0
15523,59,1,0,0,1,0,0,0,0,0,0
15524,4,2,1,0,0,0,0,0,1,0,0
15525,51,7,1,1,0,5,0,0,0,0,0
15526,1223,18,1,3,0,13,0,0,1,0,0
15527,20,3,1,1,0,1,0,0,1,0,0
15528,68,32,0,1,1,28,0,0,1,2,0
15529,14,9,0,0,1,7,0,0,1,0,0
15530,63,3,1,2,0,0,0,0,0,0,0
15531,2,2,0,0,0,0,0,0,1,1,0
15532,18,1,0,0,0,0,0,0,1,0,0
15533,1874,38,1,4,0,33,1,0,0,0,1
15534,8,2,0,0,1,0,0,0,1,0,0
15535,1,1,1,0,0,0,0,0,0,0,0
15536,11,4,0,0,1,0,1,0,0,2,0
15537,49,4,0,0,1,2,0,0,1,0,0
15538,121,1,1,0,0,0,0,0,0,0,0
15539,2,1,0,0,0,0,0,0,1,0,0
15540,3,1,0,0,1,0,0,0,0,0,0
15541,108,7,0,0,1,4,0,0,1,1,0
15542,2,1,0,0,1,0,0,0,0,0,0
15543,3,1,0,0,1,0,0,0,0,0,0
15544,6,1,0,0,0,0,0,0,1,0,0
15545,48,7,1,0,0,6,0,0,1,0,0
15546,2,1,1,0,0,0,1,0,0,0,0
15547,210,3,1,0,0,2,0,0,0,0,0
15548,263,23,0,2,1,19,0,0,1,0,0
15549,18,3,1,0,0,0,1,0,0,1,0
15550,1,1,0,0,1,0,0,0,0,0,0
15551,1,1,0,0,0,0,0,0,2,0,0
15552,1,1,0,0,1,0,0,0,0,0,0
15553,1,1,0,0,1,0,0,0,0,0,0
15554,35888,61,1,1,0,48,0,2,1,18,1
15555,9,2,1,0,0,1,0,0,0,0,0
15556,14,4,1,0,0,2,0,0,1,0,0
15557,4,1,1,0,0,0,0,0,0,0,0
15558,87,11,0,0,0,0,0,2,1,8,0
15559,5,2,1,0,0,0,1,0,0,0,0
15560,13,2,1,0,0,0,1,0,0,0,0
15561,52,5,0,0,0,0,1,1,0,3,0
15562,1,1,0,0,0,0,1,0,0,0,0
15563,94,13,1,0,0,11,0,0,1,0,0
15564,19,1,1,0,0,0,1,0,0,0,0
15565,132,1,0,0,0,0,1,0,0,0,0
15566,3164,105,0,0,1,0,1,3,0,100,1
15567,1,1,0,0,1,0,0,0,0,0,0
15568,50,1,1,0,0,0,0,0,0,0,0
15569,1,1,0,0,1,0,0,0,0,0,0
15570,430,1,0,0,0,0,0,0,1,0,0
15571,1,1,0,0,0,0,0,0,1,0,0
15572,17,3,0,0,1,1,0,0,1,0,0
15573,14,4,0,1,1,1,0,0,1,0,0
15574,39,9,1,1,0,6,0,0,1,0,0
15575,539,6,1,1,0,0,1,2,0,3,0
15576,3,1,1,0,0,0,0,0,0,0,0
15577,5,1,0,0,1,0,0,0,1,0,0
15578,3,2,1,0,0,0,0,0,1,0,0
15579,53,1,1,0,0,0,1,0,0,0,1
15580,1,1,1,0,0,0,0,0,0,0,0
15581,25,3,0,0,0,0,0,1,1,1,0
15582,303,3,1,0,0,0,1,0,0,2,1
15583,4,1,0,0,1,0,0,0,0,0,0
15584,39,27,0,1,1,24,0,0,1,0,0
15585,1,1,1,0,0,0,0,0,0,0,0
15586,4,1,1,0,0,0,0,0,0,0,0
15587,3,2,0,0,1,0,0,0,1,0,0
15588,596,10,0,0,1,0,1,3,0,6,0
15589,17,2,0,0,1,0,0,0,1,0,0
15590,5,1,0,0,0,0,0,0,1,0,0
15591,1,1,0,0,1,0,0,0,0,0,0
15592,27,3,0,0,1,2,0,0,1,0,0
15593,23,1,0,0,1,0,0,0,0,0,0
15594,3,2,0,0,1,0,0,0,1,0,0
15595,118,13,1,0,0,0,1,1,0,11,0
15596,49,1,1,0,0,0,0,0,0,0,0
15597,76,2,1,0,0,0,0,0,1,0,0
15598,3,2,0,0,1,0,1,0,0,0,0
15599,9,1,0,0,1,0,0,0,0,0,0
15600,6,1,0,0,1,0,0,0,0,0,0
15601,4,1,1,0,0,0,0,0,0,0,0
15602,1,1,0,0,0,0,0,0,2,0,0
15603,11,3,1,0,0,2,0,0,0,0,0
15604,1,1,0,0,1,0,0,0,0,0,0
15605,19,5,1,1,0,2,1,0,0,1,0
15606,3,1,1,0,0,0,0,0,0,0,0
15607,20,5,0,0,2,6,0,0,2,0,0
15608,1,1,0,0,1,0,0,0,0,0,0
15609,4,1,1,0,0,0,0,0,0,0,0
15610,1,1,0,0,0,0,0,0,1,0,0
15611,2,1,0,0,2,0,0,0,0,0,0
15612,2,1,0,0,1,0,0,0,0,0,0
15613,6,2,1,0,0,1,0,0,1,0,0
15614,960,1,0,0,1,0,0,0,1,0,0
15615,43,4,1,2,0,0,1,0,0,0,0
15616,14,5,0,0,1,0,0,1,1,3,0
15617,9,4,0,0,2,4,0,0,2,0,0
15618,14,7,0,0,1,0,1,0,0,5,0
15619,614,2,1,1,0,0,1,0,0,0,0
15620,98,66,1,13,0,51,1,0,0,0,0
15621,8,1,0,0,0,0,1,0,0,0,0
15622,47,2,1,0,0,0,1,0,0,1,1
15623,50,2,1,0,0,1,0,0,0,0,0
15624,1,1,0,0,0,0,0,0,1,0,0
15625,16,1,1,0,0,0,1,0,0,0,0
15626,339,1,1,0,0,0,1,0,0,0,0
15627,16,3,0,2,1,0,1,0,0,0,0
15628,1,1,0,0,1,0,0,0,0,0,0
15629,2,1,0,0,1,0,0,0,0,0,0
15630,3,3,0,0,1,1,1,0,0,0,0
15631,3,1,0,0,0,0,0,0,1,0,0
15632,11,3,0,0,2,2,0,0,2,0,0
15633,4,1,0,0,1,0,0,0,0,0,0
15634,3,2,1,0,0,0,1,0,0,0,1
15635,72,1,0,0,1,0,0,0,0,0,0
15636,2,1,1,0,0,0,0,0,0,0,0
15637,1246,1,0,0,1,0,0,0,0,0,0
15638,23,1,0,0,1,0,0,0,0,0,0
15639,20,3,1,0,0,0,1,0,0,1,0
15640,2,1,1,0,0,0,0,0,0,0,0
15641,47,1,1,0,0,0,1,0,0,0,0
15642,1,1,0,0,1,0,0,0,0,0,0
15643,1,1,1,0,0,0,0,0,0,0,0
15644,10,7,0,0,0,0,0,2,1,4,0
15645,47,12,0,1,1,9,0,0,1,0,0
15646,5,2,0,0,1,0,0,0,1,0,0
15647,1,1,0,0,1,0,0,0,0,0,0
15648,15,4,0,1,1,1,0,0,1,0,1
15649,11,1,1,0,0,0,0,0,0,0,0
15650,224,18,0,0,2,34,0,0,2,0,0
15651,25,1,0,0,1,0,0,0,1,0,0
15652,3,1,1,0,0,0,0,0,0,0,0
15653,6,2,0,0,1,0,0,0,1,0,0
15654,44,2,1,0,0,0,1,0,0,0,0
15655,7,1,1,0,0,0,0,0,0,0,0
15656,58,62,1,23,0,37,0,0,1,0,0
15657,14,5,0,1,1,2,0,0,1,0,0
15658,29,3,0,0,1,0,0,0,1,1,0
15659,2,1,0,0,1,0,0,0,0,0,0
15660,3,2,1,0,0,0,0,0,1,0,0
15661,20,3,0,0,0,0,1,1,0,1,0
15662,1,1,1,0,0,0,0,0,0,0,0
15663,24,3,0,0,0,0,1,1,0,1,0
15664,24,3,1,0,0,1,0,0,1,1,0
15665,5,2,0,0,2,2,0,0,0,0,0
15666,910,14,1,2,0,10,0,0,1,0,0
15667,7,1,0,0,1,0,0,0,0,0,0
15668,12,1,1,0,0,0,1,0,0,0,0
15669,3706,2,1,0,0,0,1,0,0,0,1
15670,2,1,0,0,1,0,0,0,0,0,0
15671,1,1,0,0,1,0,0,0,0,0,0
15672,1,1,1,0,0,0,0,0,0,0,0
15673,1,1,1,0,0,0,0,0,0,0,0
15674,1,1,0,0,1,0,0,0,0,0,0
15675,181,1,1,0,0,0,1,0,0,0,1
15676,305,1,0,0,0,0,0,0,2,0,0
15677,3,1,0,0,1,0,0,0,0,0,0
15678,3,1,0,0,1,0,0,0,0,0,0
15679,2,1,1,0,0,0,0,0,0,0,0
15680,591,25,0,3,1,20,0,0,1,0,0
15681,1,1,0,0,0,0,0,0,1,0,0
15682,1,1,0,0,0,0,0,0,2,0,0
15683,1,1,0,0,2,0,0,0,0,0,0
15684,2,1,1,0,0,0,0,0,0,0,0
15685,57,1,0,0,1,0,0,0,0,0,0
15686,380,1,0,0,1,0,0,0,0,0,0
15687,1,1,1,0,0,0,0,0,0,0,0
15688,1,1,0,0,1,0,0,0,0,0,0
15689,48,5,1,1,0,2,0,0,1,0,0
15690,1,1,1,0,0,0,0,0,0,0,0
15691,8,2,1,1,0,0,0,0,0,0,0
15692,23,2,0,0,2,0,0,0,2,2,0
15693,5,2,1,0,0,0,0,0,1,0,0
15694,4,1,1,0,0,0,0,0,0,0,0
15695,3,1,0,0,1,0,0,0,0,0,0
15696,118,2,0,0,1,0,0,0,1,0,1
15697,1,1,0,0,1,0,0,0,0,0,0
15698,57,4,1,1,0,2,1,0,0,0,0
15699,56,5,1,1,0,2,0,0,1,0,0
15700,559,11,0,0,1,0,0,2,1,7,1
15701,1,1,0,0,0,0,0,0,1,0,0
15702,8,2,1,0,0,0,0,0,1,0,0
15703,1,1,0,0,1,0,0,0,0,0,0
15704,12,12,0,0,1,11,0,0,0,0,0
15705,1,1,0,0,1,0,0,0,0,0,0
15706,51,1,1,0,0,0,0,0,0,0,0
15707,10,2,0,0,0,0,1,0,0,1,0
15708,2,1,0,0,1,0,0,0,0,0,0
15709,4,1,0,0,1,0,0,0,0,0,0
15710,45,3,1,0,0,2,0,0,0,0,0
15711,222,8,1,1,0,6,1,0,0,0,0
15712,10,1,0,0,0,0,1,0,0,0,0
15713,28,1,0,0,0,0,1,0,0,0,0
15714,1,1,0,0,0,0,0,0,1,0,0
15715,1616,11,1,0,0,10,0,0,0,0,0
15716,1,1,0,0,0,0,0,0,1,0,0
15717,1,1,0,0,1,0,0,0,0,0,0
15718,2,2,0,0,1,1,0,0,0,0,0
15719,586,2,0,0,0,0,1,1,0,0,0
15720,100,12,1,1,0,9,0,0,1,0,0
15721,9,1,0,0,0,0,0,0,1,0,0
15722,8,2,0,0,1,0,0,0,1,0,0
15723,92,1,0,0,2,0,0,0,0,0,0
15724,14,3,1,0,0,1,0,0,1,0,0
15725,1,1,1,0,0,0,0,0,0,0,0
15726,1,1,0,0,1,0,0,0,0,0,0
15727,1,1,0,0,1,0,0,0,0,0,0
15728,1,1,0,0,1,0,0,0,0,0,0
15729,1,1,0,0,1,0,0,0,0,0,0
15730,27,3,0,1,1,0,0,0,1,0,0
15731,722,14,0,0,2,26,0,0,0,0,0
15732,1,1,0,0,1,0,0,0,0,0,0
15733,49,4,1,1,0,2,0,0,0,0,0
15734,41,5,0,0,1,4,0,0,1,0,0
15735,1,1,0,0,1,0,0,0,0,0,0
15736,271,17,1,6,0,10,0,0,1,0,0
15737,23,1,0,0,1,0,0,0,1,0,0
15738,25,4,0,0,1,0,1,1,0,1,0
15739,12,2,1,0,0,0,1,0,0,0,0
15740,11,1,0,0,1,0,0,0,1,0,0
15741,28,1,1,0,0,0,1,0,0,0,0
15742,1,1,0,0,1,0,0,0,0,0,0
15743,6,2,1,0,0,1,0,0,1,0,0
15744,70,1,1,0,0,0,0,0,0,0,0
15745,6,4,0,0,1,2,0,0,1,0,0
15746,8,2,0,0,0,0,1,1,0,0,0
15747,62,5,1,2,0,1,0,0,1,0,0
15748,1,1,0,0,1,0,0,0,0,0,0
15749,62,1,0,0,1,0,0,0,0,0,0
15750,4,1,0,0,1,0,0,0,0,0,0
15751,34,3,0,0,2,2,0,0,2,0,0
15752,2,1,1,0,0,0,1,0,0,0,0
15753,37,3,1,0,0,1,0,0,1,0,0
15754,504,16,0,0,1,0,1,0,0,14,1
15755,283,6,1,0,0,0,1,0,0,4,0
15756,20,2,1,0,0,0,1,0,0,0,0
15757,3,1,1,0,0,0,0,0,0,0,0
15758,1,1,0,0,1,0,0,0,0,0,0
15759,480,2,1,0,0,0,0,0,1,0,1
15760,3,1,0,0,0,0,0,0,2,0,0
15761,1,1,0,0,1,0,0,0,0,0,0
15762,1,1,0,0,2,0,0,0,0,0,0
15763,20,1,0,0,0,0,0,0,1,0,0
15764,19,4,0,0,2,6,0,0,2,0,0
15765,10,5,1,0,0,4,0,1,1,0,0
15766,17,3,0,0,0,0,1,0,0,2,0
15767,16,2,1,0,0,0,0,0,1,0,0
15768,12,1,1,0,0,0,0,0,0,0,0
15769,713,7,0,1,1,4,0,0,1,0,0
15770,6,1,0,0,1,0,0,0,1,0,0
15771,3,2,0,1,1,0,0,0,0,0,0
15772,2,1,0,0,0,0,1,0,0,0,0
15773,48,18,0,0,1,0,0,0,1,16,1
15774,2,1,0,0,1,0,0,0,0,0,0
15775,1,1,1,0,0,0,0,0,0,0,0
15776,19,2,0,0,1,0,0,0,1,0,0
15777,1,1,1,0,0,0,0,0,0,0,0
15778,40,1,0,0,0,0,0,0,1,0,0
15779,81,4,1,1,0,2,0,0,0,0,0
15780,16,1,1,0,0,0,1,0,0,0,0
15781,41,7,0,0,2,12,0,0,2,0,0
15782,1,1,0,0,1,0,0,0,0,0,0
15783,32,1,0,0,0,0,1,0,0,0,0
15784,7,1,0,0,1,0,0,0,0,0,0
15785,10,1,0,0,0,0,0,0,1,0,0
15786,9,5,0,0,2,6,0,0,2,0,0
15787,47,4,1,0,0,0,1,2,0,0,0
15788,21,2,1,0,0,0,0,0,1,0,0
15789,1264,9,0,0,0,0,1,1,0,7,0
15790,2,1,0,0,0,0,0,0,2,0,0
15791,11,1,0,0,1,0,0,0,1,0,1
15792,2,1,0,0,1,0,0,0,0,0,0
15793,1,1,1,0,0,0,0,0,0,0,0
15794,386,2,0,0,2,0,0,0,2,2,1
15795,8,1,0,0,0,0,1,0,0,0,0
15796,119,15,0,0,0,0,0,1,1,13,0
15797,2,1,1,0,0,0,0,0,0,0,0
15798,8,2,1,0,0,0,0,0,1,0,1
15799,413,17,0,0,0,0,1,2,0,14,0
15800,2,1,0,0,1,0,0,0,0,0,0
15801,3,1,0,0,1,0,0,0,0,0,0
15802,29,1,0,0,1,0,0,0,0,0,0
15803,13,3,1,0,0,0,0,0,1,1,0
15804,641,13,1,3,0,9,1,0,0,0,0
15805,11,4,0,0,1,3,0,0,1,0,0
15806,17,3,0,0,0,0,1,0,0,2,0
15807,1,1,0,0,0,0,0,0,1,0,0
15808,127,2,0,0,1,0,1,0,0,0,0
15809,48,2,1,0,0,1,1,0,0,0,0
15810,3,2,1,0,0,0,0,0,1,0,0
15811,82,3,0,1,1,0,0,0,1,0,1
15812,1,1,0,0,0,0,1,0,0,0,0
15813,38,4,1,1,0,2,1,0,0,1,0
15814,22,1,0,0,1,0,0,0,1,0,1
15815,715,6,0,0,0,0,1,1,0,4,0
15816,606,7,1,2,0,4,0,0,1,0,0
15817,4,1,0,0,1,0,0,0,1,0,0
15818,65,1,1,0,0,0,0,0,0,0,0
15819,3,1,1,0,0,0,0,0,0,0,0
15820,2,1,0,0,1,0,0,0,0,0,0
15821,7,3,0,0,0,0,0,0,1,2,0
15822,1,1,0,0,2,0,0,0,0,0,0
15823,50,5,1,1,0,3,0,0,1,0,0
15824,4,1,0,0,1,0,0,0,1,0,0
15825,2,1,0,0,1,0,0,0,0,0,0
15826,2,1,0,0,0,0,0,0,1,0,0
15827,575,15,1,0,0,8,0,1,1,6,0
15828,2,1,0,0,1,0,0,0,0,0,0
15829,7,3,0,0,2,2,0,0,2,0,0
15830,101,5,1,1,0,3,0,0,0,0,0
15831,382,14,0,0,1,0,1,4,0,8,0
15832,20,1,1,0,0,0,0,0,0,0,0
15833,21,2,0,0,1,0,0,0,1,0,0
15834,3635,1,1,0,0,0,0,0,0,0,0
15835,1,1,1,0,0,0,0,0,0,0,0
15836,449,1,0,0,1,0,0,0,0,0,0
15837,10,6,0,1,1,3,0,0,1,0,0
15838,21,2,0,0,2,0,0,0,2,0,0
15839,21,3,1,1,0,0,0,0,1,0,0
15840,35,2,0,0,1,0,1,0,0,0,0
15841,4,1,1,0,0,0,0,0,0,0,0
15842,326,1,1,0,0,0,1,0,0,0,0
15843,222,9,0,0,1,8,0,0,1,0,0
15844,3,1,1,0,0,0,0,0,0,0,0
15845,13,1,1,0,0,0,1,0,0,0,0
15846,50,13,1,2,0,10,0,0,0,0,0
15847,8,1,1,0,0,0,0,0,0,0,0
15848,1401,53,0,0,1,0,1,3,0,48,0
15849,27,2,0,0,1,0,1,0,0,0,0
15850,1,1,0,0,0,0,0,0,1,0,0
15851,394,13,1,0,0,11,1,0,0,1,0
15852,67,1,0,0,1,0,0,0,1,0,0
15853,1,1,1,0,0,0,0,0,0,0,0
15854,1,1,0,0,2,0,0,0,0,0,0
15855,4,1,1,0,0,0,0,0,0,0,0
15856,3,2,0,0,1,0,0,0,1,0,0
15857,71,11,1,6,0,4,0,0,0,0,0
15858,1,1,0,0,1,0,0,0,0,0,0
15859,4,1,0,0,0,0,1,0,0,0,0
15860,1,1,0,0,0,0,1,0,0,0,0
15861,20,4,1,0,0,3,1,0,0,0,0
15862,2,1,1,0,0,0,0,0,0,0,0
15863,17,2,1,1,0,0,1,1,0,0,1
15864,2,2,0,0,1,0,1,0,0,0,0
15865,1,1,0,0,1,0,0,0,0,0,0
15866,4,1,1,0,0,0,0,0,0,0,0
15867,7,1,0,0,1,0,0,0,1,0,0
15868,47,6,0,0,0,0,1,1,0,4,0
15869,1,1,0,0,1,0,0,0,0,0,0
15870,352,1,0,0,1,0,0,0,1,0,0
15871,1,1,0,0,0,0,0,0,1,0,0
15872,19,3,1,0,0,1,0,0,1,0,0
15873,2,1,0,0,0,0,1,0,0,0,0
15874,27,1,0,0,0,0,0,0,1,0,0
15875,3,1,0,0,1,0,0,0,0,0,0
15876,3,3,1,0,0,1,0,0,1,0,0
15877,58,1,1,0,0,0,0,0,0,0,0
15878,197,3,1,1,0,1,1,0,0,0,0
15879,1,1,0,0,1,0,0,0,0,0,0
15880,1,1,0,0,1,0,0,0,0,0,0
15881,3,1,0,0,1,0,0,0,0,0,0
15882,1,1,0,0,1,0,0,0,1,0,1
15883,4,2,0,0,0,0,0,0,1,1,0
15884,37,1,1,0,0,0,0,0,0,0,0
15885,156,5,1,0,0,0,1,1,0,2,0
15886,1,1,0,0,1,0,0,0,0,0,0
15887,1,1,0,0,0,0,0,0,1,0,0
15888,43,3,1,0,0,2,0,0,0,0,0
15889,18,1,0,0,1,0,0,0,0,0,0
15890,50,4,1,0,0,2,0,0,1,0,0
15891,73,9,0,0,0,0,1,1,0,7,0
15892,115,3,1,0,0,1,1,0,0,0,0
15893,19,2,1,0,0,0,0,0,1,0,0
15894,4,2,0,0,1,0,0,0,1,0,0
15895,12,2,0,1,1,0,0,0,0,0,0
15896,5,1,0,0,1,0,0,0,0,0,0
15897,20,3,1,1,0,0,0,0,1,0,0
15898,11,2,0,0,2,2,0,0,0,0,0
15899,1,1,0,0,1,0,0,0,0,0,0
15900,6,1,1,0,0,0,0,0,0,0,0
15901,46,2,1,0,0,1,0,0,0,0,0
15902,15,8,0,1,1,5,0,0,1,0,0
15903,1,1,0,0,1,0,0,0,0,0,0
15904,24,6,0,0,2,10,0,0,0,0,0
15905,16,3,1,0,0,2,0,0,1,0,0
15906,2,1,0,0,2,0,0,0,2,0,0
15907,19,9,0,1,1,6,0,0,1,0,0
15908,2,1,1,0,0,0,1,0,0,0,0
15909,9,3,1,0,0,1,0,0,1,0,0
15910,3,1,0,0,1,0,0,0,0,0,0
15911,21,2,1,0,0,0,0,0,1,0,0
15912,55,6,1,0,0,0,1,2,0,3,0
15913,38,3,0,0,0,0,1,1,0,1,0
15914,5,1,0,0,1,0,0,0,0,0,0
15915,23,2,1,0,0,0,0,0,1,0,0
15916,21,2,1,0,0,0,1,0,0,0,0
15917,94,6,1,0,0,0,1,0,0,4,1
15918,1,1,0,0,1,0,0,0,0,0,0
15919,1643,8,1,0,0,0,1,0,0,7,0
15920,21,1,1,0,0,0,1,0,0,0,0
15921,385,3,0,1,1,1,1,0,0,0,0
15922,7,1,0,0,2,0,0,0,0,0,0
15923,1,5,1,1,0,3,0,0,0,0,0
15924,1,1,0,0,0,0,1,0,0,0,0
15925,7,1,0,0,1,0,0,0,0,0,0
15926,502,10,0,0,1,0,1,1,0,8,1
15927,36,7,0,0,2,12,0,0,2,0,0
15928,34,2,0,0,1,0,0,0,1,0,0
15929,20,2,0,0,1,0,1,0,0,0,0
15930,10,1,1,0,0,0,0,0,0,0,0
15931,12,2,1,0,0,0,0,0,1,0,0
15932,1252,3,0,0,1,0,1,0,0,1,0
15933,1,1,0,0,1,0,0,0,0,0,0
15934,3,2,1,0,0,0,0,0,1,0,0
15935,1,1,0,0,1,0,0,0,0,0,0
15936,1,1,0,0,1,0,0,0,0,0,0
15937,3,1,0,0,0,0,1,0,0,0,0
15938,4,1,0,0,1,0,0,0,0,0,0
15939,3,2,0,0,1,0,0,0,1,0,0
15940,2,1,1,0,0,0,0,0,0,0,0
15941,8,1,1,0,0,0,1,0,0,0,0
15942,11,3,0,1,1,1,0,0,0,0,0
15943,1,1,0,0,1,0,0,0,0,0,0
15944,5,1,0,0,0,0,1,0,0,0,0
15945,8,2,1,0,0,1,0,0,0,0,0
15946,12,4,0,0,1,2,1,0,0,0,0
15947,67,2,1,0,0,0,1,0,0,0,0
15948,26,1,0,0,1,0,0,0,0,0,0
15949,2,1,0,0,0,0,0,0,1,0,0
15950,1017,8,1,1,0,6,0,0,0,0,0
15951,65,1,0,0,1,0,0,0,1,0,0
15952,1,1,0,0,1,0,0,0,0,0,0
15953,29,7,1,0,0,5,0,0,1,0,1
15954,8,2,1,0,0,0,1,0,0,0,0
15955,1,1,0,0,1,0,0,0,0,0,0
15956,23,5,0,0,2,6,0,0,2,0,0
15957,1,1,0,0,1,0,0,0,0,0,0
15958,9,1,0,0,1,0,0,0,0,0,0
15959,2,1,1,0,0,0,0,0,0,0,0
15960,11,1,1,0,0,0,0,0,0,0,0
15961,19,2,0,1,1,0,0,0,0,0,0
15962,25,1,1,0,0,0,0,0,0,0,0
15963,1,1,1,0,0,0,0,0,0,0,0
15964,167,17,0,0,2,32,0,0,2,0,0
15965,4,2,1,1,0,0,0,0,0,0,0
15966,3,1,0,0,0,0,0,0,1,0,0
15967,22,14,0,0,0,0,1,2,0,11,0
15968,1,1,0,0,1,0,0,0,0,0,0
15969,4,1,0,0,1,0,0,0,0,0,0
15970,1,1,0,0,1,0,0,0,0,0,0
15971,4,2,1,0,0,0,0,0,1,0,0
15972,1,1,0,0,1,0,0,0,0,0,0
15973,4,1,0,0,0,0,0,0,1,0,0
15974,106,11,0,2,1,8,0,0,0,0,0
15975,162,6,0,0,2,8,0,0,2,0,0
15976,1,1,0,0,0,0,0,0,1,0,0
15977,2,1,0,0,1,0,0,0,0,0,0
15978,1,1,0,0,1,0,0,0,0,0,0
15979,2,1,0,0,0,0,0,0,1,0,0
